Knoten,Grad-Zentralit채t,N채he-Zentralit채t,Zwischen-Zentralit채t
475, 0.0263713  , 0.183224 , 0.0227857   
476, 0.0253165  , 0.161664 , 0.000369212 
477, 0.028481   , 0.177995 , 0.00187362  
478, 0.0263713  , 0.161692 , 0.00038615  
479, 0.0295359  , 0.178028 , 0.00159639  
480, 0.0200422  , 0.176668 , 0.000817051 
481, 0.0305907  , 0.168713 , 0.000807482 
482, 0.0263713  , 0.177928 , 0.00180647  
483, 0.0274262  , 0.173151 , 0.000779308 
484, 0.0253165  , 0.170965 , 0.000679076 
485, 0.0305907  , 0.175588 , 0.00113552  
486, 0.0263713  , 0.159704 , 0.000236314 
487, 0.0263713  , 0.175458 , 0.000898701 
488, 0.0242616  , 0.153946 , 2.73738e-05 
489, 0.0253165  , 0.161664 , 0.000245068 
490, 0.021097   , 0.159569 , 0.000188092 
491, 0.0253165  , 0.176833 , 0.00107262  
492, 0.0253165  , 0.17078  , 0.00100866  
493, 0.0221519  , 0.177794 , 0.00151176  
494, 0.0189873  , 0.161499 , 0.000298338 
495, 0.0232068  , 0.173024 , 0.00079584  
496, 0.0253165  , 0.176833 , 0.00122987  
497, 0.028481   , 0.166462 , 0.000494552 
498, 0.0200422  , 0.176668 , 0.00100316  
499, 0.0242616  , 0.173056 , 0.00111151  
500, 0.028481   , 0.201018 , 0.0663125   
501, 0.0263713  , 0.168593 , 0.0005512   
502, 0.0221519  , 0.175328 , 0.00090902  
503, 0.0295359  , 0.171088 , 0.000881274 
504, 0.0242616  , 0.168683 , 0.000590106 
505, 0.0242616  , 0.155819 , 0.000109133 
506, 0.0263713  , 0.15587  , 0.000106722 
507, 0.0221519  , 0.161582 , 0.000356339 
508, 0.0221519  , 0.175328 , 0.000913365 
509, 0.0263713  , 0.173087 , 0.00103688  
510, 0.0263713  , 0.170996 , 0.00064737  
511, 0.0263713  , 0.175458 , 0.00125887  
512, 0.0189873  , 0.220056 , 0.0679601   
513, 0.0137131  , 0.181923 , 0.0110699   
514, 0.0116034  , 0.196436 , 0.00190571  
515, 0.0158228  , 0.194901 , 0.00181295  
516, 0.0126582  , 0.187834 , 0.00109635  
517, 0.0168776  , 0.18979  , 0.00175017  
518, 0.0147679  , 0.196355 , 0.00406338  
519, 0.0126582  , 0.189638 , 0.000808888 
520, 0.0116034  , 0.180813 , 0.00116144  
521, 0.0189873  , 0.182308 , 0.00225062  
522, 0.0105485  , 0.176405 , 0.000650686 
523, 0.0158228  , 0.192997 , 0.0144121   
524, 0.0147679  , 0.173277 , 0.000254733 
525, 0.0158228  , 0.193588 , 0.0188459   
526, 0.0137131  , 0.176932 , 0.000566527 
527, 0.0105485  , 0.174747 , 0.000291123 
528, 0.0137131  , 0.189335 , 0.000743793 
529, 0.0137131  , 0.173626 , 0.000100064 
530, 0.0126582  , 0.18892  , 0.00285182  
531, 0.0168776  , 0.198909 , 0.00557618  
532, 0.0147679  , 0.194861 , 0.00159619  
533, 0.0137131  , 0.203608 , 0.0267823   
534, 0.0137131  , 0.186614 , 0.00082925  
535, 0.0137131  , 0.180606 , 0.00130184  
536, 0.0147679  , 0.194621 , 0.014159    
537, 0.0105485  , 0.186065 , 0.0175788   
538, 0.0158228  , 0.193865 , 0.00139758  
539, 0.0137131  , 0.173341 , 0.000450222 
540, 0.0189873  , 0.16755  , 0.000844103 
541, 0.0147679  , 0.168864 , 0.000861784 
542, 0.0126582  , 0.157371 , 7.56333e-05 
543, 0.0168776  , 0.168414 , 0.000777527 
544, 0.0179325  , 0.162579 , 0.000429055 
545, 0.0221519  , 0.174618 , 0.0139314   
546, 0.0126582  , 0.157371 , 0.00019267  
547, 0.0168776  , 0.162384 , 0.000507768 
548, 0.0200422  , 0.161941 , 0.00071559  
549, 0.0147679  , 0.160651 , 0.000151209 
550, 0.0200422  , 0.177263 , 0.022732    
551, 0.0189873  , 0.177961 , 0.0129251   
552, 0.0200422  , 0.163844 , 0.000569258 
553, 0.0242616  , 0.182133 , 0.0295202   
554, 0.0179325  , 0.167699 , 0.000864265 
555, 0.0126582  , 0.157371 , 0.00011371  
556, 0.0179325  , 0.162051 , 0.000750422 
557, 0.0126582  , 0.156798 , 8.17689e-05 
558, 0.00949367 , 0.145065 , 4.04788e-06 
559, 0.0179325  , 0.159757 , 0.00041888  
560, 0.0168776  , 0.167669 , 0.000811282 
561, 0.0168776  , 0.163279 , 0.000297153 
562, 0.0189873  , 0.176208 , 0.0124681   
563, 0.0147679  , 0.161499 , 0.000524487 
564, 0.0179325  , 0.163167 , 0.000752209 
565, 0.0126582  , 0.155333 , 0.000169933 
566, 0.0232068  , 0.169105 , 0.00116393  
567, 0.0147679  , 0.163223 , 0.000339295 
568, 0.0147679  , 0.163702 , 0.000383354 
569, 0.0189873  , 0.163195 , 0.000619802 
570, 0.0116034  , 0.156772 , 0.000139862 
571, 0.0179325  , 0.160651 , 0.000445707 
572, 0.0126582  , 0.16076  , 0.000266612 
573, 0.0179325  , 0.156668 , 0.000141753 
574, 0.0232068  , 0.184544 , 0.0200001   
575, 0.0168776  , 0.161996 , 0.000323602 
576, 0.0168776  , 0.166287 , 0.000452685 
577, 0.0126582  , 0.185992 , 0.0346098   
578, 0.0147679  , 0.161996 , 0.000324708 
579, 0.0168776  , 0.161885 , 0.000368727 
580, 0.0168776  , 0.163872 , 0.000495633 
581, 0.0147679  , 0.158317 , 0.000155399 
582, 0.0242616  , 0.180503 , 0.00463037  
583, 0.0179325  , 0.166403 , 0.000753522 
584, 0.0189873  , 0.169984 , 0.00078618  
585, 0.0200422  , 0.167402 , 0.000945705 
586, 0.0168776  , 0.17611  , 0.00348843  
587, 0.0221519  , 0.167462 , 0.00105557  
588, 0.0189873  , 0.169984 , 0.000932018 
589, 0.0147679  , 0.161941 , 0.000292487 
590, 0.0158228  , 0.164898 , 0.00102863  
591, 0.0179325  , 0.161913 , 0.000313287 
592, 0.0137131  , 0.169619 , 0.0017737   
593, 0.0221519  , 0.172835 , 0.0254449   
594, 0.021097   , 0.176372 , 0.0230671   
595, 0.0168776  , 0.167314 , 0.000711504 
596, 0.0232068  , 0.176306 , 0.00427147  
597, 0.0200422  , 0.162971 , 0.000467133 
598, 0.0189873  , 0.177163 , 0.0159256   
599, 0.0116034  , 0.165157 , 0.000199877 
600, 0.0179325  , 0.153597 , 1.76258e-05 
601, 0.0189873  , 0.162051 , 0.000365454 
602, 0.0179325  , 0.168894 , 0.00200218  
603, 0.0137131  , 0.158688 , 0.00019187  
604, 0.0158228  , 0.174329 , 0.00200606  
605, 0.0200422  , 0.176734 , 0.0032272   
606, 0.0158228  , 0.169316 , 0.0012491   
607, 0.0189873  , 0.177961 , 0.00320285  
608, 0.0116034  , 0.156461 , 0.000356903 
609, 0.0126582  , 0.164099 , 0.00126002  
610, 0.0126582  , 0.154674 , 0.000100651 
611, 0.0116034  , 0.161692 , 0.000936727 
612, 0.0147679  , 0.160842 , 0.000763457 
613, 0.0105485  , 0.161664 , 0.00110862  
614, 0.0126582  , 0.153996 , 0.000109186 
615, 0.0137131  , 0.163111 , 0.000816478 
616, 0.0116034  , 0.170442 , 0.00174583  
617, 0.0147679  , 0.158185 , 0.000247266 
618, 0.0116034  , 0.154649 , 0.000124345 
619, 0.0189873  , 0.165966 , 0.00122807  
620, 0.0158228  , 0.158211 , 0.00027461  
621, 0.0179325  , 0.159865 , 0.000715277 
622, 0.0147679  , 0.182133 , 0.0232345   
623, 0.0168776  , 0.169923 , 0.001772    
624, 0.0168776  , 0.160379 , 0.00048739  
625, 0.0179325  , 0.164241 , 0.00167149  
626, 0.0179325  , 0.166755 , 0.000949042 
627, 0.0179325  , 0.170626 , 0.00240462  
628, 0.0189873  , 0.173214 , 0.0416045   
629, 0.0189873  , 0.181089 , 0.0150462   
630, 0.0263713  , 0.174779 , 0.0272502   
631, 0.0158228  , 0.15475  , 6.92221e-05 
632, 0.0168776  , 0.165908 , 0.00112494  
633, 0.0179325  , 0.163589 , 0.000950775 
634, 0.0179325  , 0.160406 , 0.000531726 
635, 0.0189873  , 0.16427  , 0.00151042  
636, 0.0168776  , 0.165387 , 0.00143237  
637, 0.0158228  , 0.163561 , 0.000532866 
638, 0.0179325  , 0.170626 , 0.00254337  
639, 0.0137131  , 0.173658 , 0.00193859  
640, 0.0158228  , 0.179648 , 0.014381    
641, 0.0242616  , 0.190937 , 0.0546613   
642, 0.021097   , 0.177794 , 0.000836626 
643, 0.0242616  , 0.195949 , 0.0294127   
644, 0.021097   , 0.181331 , 0.00150383  
645, 0.0263713  , 0.180091 , 0.00110067  
646, 0.0221519  , 0.195343 , 0.0219084   
647, 0.0221519  , 0.179648 , 0.00136779  
648, 0.0189873  , 0.174329 , 0.000428528 
649, 0.0232068  , 0.172238 , 0.00063864  
650, 0.0263713  , 0.184508 , 0.00260727  
651, 0.0242616  , 0.176012 , 0.0277958   
652, 0.0232068  , 0.176438 , 0.0017898   
653, 0.0274262  , 0.180125 , 0.00144161  
654, 0.0232068  , 0.1875   , 0.00329946  
655, 0.0179325  , 0.170596 , 0.000366561 
656, 0.0232068  , 0.181748 , 0.00237795  
657, 0.0221519  , 0.177828 , 0.000727618 
658, 0.0158228  , 0.166901 , 0.000130697 
659, 0.0253165  , 0.178497 , 0.000932112 
660, 0.0242616  , 0.188245 , 0.0021903   
661, 0.0242616  , 0.179716 , 0.00147561  
662, 0.0200422  , 0.172145 , 0.000612637 
663, 0.0126582  , 0.17611  , 0.00139577  
664, 0.0263713  , 0.173658 , 0.000558271 
665, 0.0179325  , 0.179545 , 0.0005404   
666, 0.0221519  , 0.185992 , 0.0260145   
667, 0.0200422  , 0.177761 , 0.000617244 
668, 0.0189873  , 0.176932 , 0.00122999  
669, 0.0189873  , 0.178263 , 0.000878648 
670, 0.0253165  , 0.172301 , 0.000742931 
671, 0.0242616  , 0.187648 , 0.002583    
672, 0.0232068  , 0.181505 , 0.00123543  
673, 0.0253165  , 0.190591 , 0.00387115  
674, 0.0158228  , 0.17992  , 0.00236117  
675, 0.021097   , 0.194302 , 0.019838    
676, 0.0221519  , 0.192487 , 0.00360962  
677, 0.0189873  , 0.171305 , 0.000306213 
678, 0.0253165  , 0.172113 , 0.000523442 
679, 0.0232068  , 0.174297 , 0.000534963 
680, 0.0200422  , 0.162551 , 1.88919e-05 
681, 0.0263713  , 0.177163 , 0.00147878  
682, 0.0189873  , 0.185519 , 0.00295051  
683, 0.0168776  , 0.187389 , 0.00209539  
684, 0.0274262  , 0.182659 , 0.00124953  
685, 0.0253165  , 0.174489 , 0.000703594 
686, 0.0274262  , 0.168954 , 0.000368599 
687, 0.028481   , 0.177428 , 0.00088548  
688, 0.021097   , 0.177196 , 0.000687588 
689, 0.0179325  , 0.16117  , 0.000381279 
690, 0.0200422  , 0.174329 , 0.000326451 
691, 0.0274262  , 0.161417 , 0.000520989 
692, 0.0295359  , 0.174618 , 0.000602083 
693, 0.0221519  , 0.177229 , 0.000568131 
694, 0.0274262  , 0.17293  , 0.000562332 
695, 0.0253165  , 0.179037 , 0.0195981   
696, 0.0168776  , 0.172615 , 0.000444077 
697, 0.0305907  , 0.184436 , 0.0259697   
698, 0.0274262  , 0.161417 , 0.00054126  
699, 0.0263713  , 0.177362 , 0.000893356 
700, 0.0242616  , 0.177296 , 0.000832348 
701, 0.0263713  , 0.172898 , 0.000740835 
702, 0.0232068  , 0.172803 , 0.000372763 
703, 0.0232068  , 0.174425 , 0.000499823 
704, 0.0263713  , 0.174521 , 0.000530665 
705, 0.0232068  , 0.174425 , 0.000329699 
706, 0.0189873  , 0.168713 , 0.000329496 
707, 0.0232068  , 0.177263 , 0.000730818 
708, 0.028481   , 0.168984 , 0.000540273 
709, 0.0221519  , 0.177229 , 0.000685398 
710, 0.0232068  , 0.161307 , 0.000424538 
711, 0.0253165  , 0.172867 , 0.000580699 
712, 0.0379747  , 0.201745 , 0.0741148   
713, 0.0263713  , 0.174521 , 0.000470572 
714, 0.028481   , 0.158661 , 0.00024742  
715, 0.021097   , 0.158475 , 0.000234701 
716, 0.0242616  , 0.168864 , 0.000326928 
717, 0.0242616  , 0.177296 , 0.000754719 
718, 0.0242616  , 0.174457 , 0.000376255 
719, 0.0221519  , 0.168803 , 0.000399987 
720, 0.0232068  , 0.172803 , 0.000509604 
721, 0.0295359  , 0.151801 , 3.89229e-05 
722, 0.021097   , 0.158475 , 0.00012092  
723, 0.0232068  , 0.161307 , 0.000326167 
724, 0.0200422  , 0.172709 , 0.000457807 
725, 0.0200422  , 0.168743 , 0.0003025   
726, 0.0295359  , 0.174618 , 0.000640125 
727, 0.021097   , 0.177196 , 0.000647416 
728, 0.0242616  , 0.174457 , 0.000592536 
729, 0.0263713  , 0.168924 , 0.000395497 
730, 0.0189873  , 0.155614 , 0.000144137 
731, 0.0158228  , 0.164726 , 0.00126374  
732, 0.0221519  , 0.162384 , 0.000744903 
733, 0.0232068  , 0.170749 , 0.00229479  
734, 0.0179325  , 0.176241 , 0.0231955   
735, 0.0200422  , 0.171895 , 0.00287186  
736, 0.0179325  , 0.167078 , 0.000937534 
737, 0.0179325  , 0.167078 , 0.00104139  
738, 0.0168776  , 0.171615 , 0.00106818  
739, 0.0189873  , 0.171864 , 0.00257141  
740, 0.0168776  , 0.161996 , 0.000546906 
741, 0.0168776  , 0.155819 , 0.000247482 
742, 0.0147679  , 0.161941 , 0.000539671 
743, 0.0179325  , 0.163476 , 0.00112876  
744, 0.0137131  , 0.176405 , 0.0222819   
745, 0.0189873  , 0.16117  , 0.000479573 
746, 0.0221519  , 0.161968 , 0.000639994 
747, 0.0200422  , 0.171708 , 0.00147206  
748, 0.0221519  , 0.161252 , 0.0006657   
749, 0.0179325  , 0.158396 , 0.000363245 
750, 0.0200422  , 0.16487  , 0.000969885 
751, 0.0253165  , 0.171522 , 0.0196052   
752, 0.0189873  , 0.165966 , 0.000906231 
753, 0.0179325  , 0.176045 , 0.0196497   
754, 0.0189873  , 0.16117  , 0.000494646 
755, 0.021097   , 0.170473 , 0.00279419  
756, 0.0200422  , 0.164841 , 0.00137211  
757, 0.0179325  , 0.16617  , 0.000861688 
758, 0.0221519  , 0.169225 , 0.0216104   
759, 0.0189873  , 0.161088 , 0.00081     
760, 0.0221519  , 0.159757 , 0.000570213 
761, 0.0137131  , 0.156824 , 0.000561682 
762, 0.0179325  , 0.149858 , 1.8082e-05  
763, 0.0179325  , 0.167078 , 0.00112644  
764, 0.0179325  , 0.161142 , 0.000423307 
765, 0.0147679  , 0.159569 , 0.00040256  
766, 0.0158228  , 0.16342  , 0.00121726  
767, 0.021097   , 0.166257 , 0.00107935  
768, 0.021097   , 0.169286 , 0.00206799  
769, 0.0158228  , 0.164156 , 0.000310054 
770, 0.0232068  , 0.183792 , 0.00187299  
771, 0.0179325  , 0.176701 , 0.000699739 
772, 0.0179325  , 0.176045 , 0.00100587  
773, 0.0158228  , 0.173436 , 0.00104736  
774, 0.0158228  , 0.183543 , 0.00111557  
775, 0.0179325  , 0.178229 , 0.000981684 
776, 0.0189873  , 0.172803 , 0.000717209 
777, 0.0147679  , 0.170534 , 0.000360374 
778, 0.0189873  , 0.17252  , 0.000462619 
779, 0.0137131  , 0.174265 , 0.000491022 
780, 0.0232068  , 0.178397 , 0.000972005 
781, 0.0137131  , 0.179579 , 0.00103137  
782, 0.0242616  , 0.192058 , 0.0258287   
783, 0.021097   , 0.188058 , 0.0235957   
784, 0.0189873  , 0.180434 , 0.000988903 
785, 0.0189873  , 0.174425 , 0.000711963 
786, 0.021097   , 0.185955 , 0.0195982   
787, 0.0200422  , 0.17713  , 0.00146807  
788, 0.0137131  , 0.160787 , 6.7787e-05  
789, 0.0189873  , 0.188245 , 0.0202289   
790, 0.0147679  , 0.185301 , 0.0117208   
791, 0.0200422  , 0.166901 , 0.000498771 
792, 0.0200422  , 0.176471 , 0.00124336  
793, 0.0116034  , 0.160678 , 0.000123778 
794, 0.0189873  , 0.185156 , 0.0141179   
795, 0.021097   , 0.172583 , 0.000724169 
796, 0.0179325  , 0.183971 , 0.015917    
797, 0.0189873  , 0.180468 , 0.000993926 
798, 0.0179325  , 0.176405 , 0.00097265  
799, 0.0179325  , 0.179545 , 0.0157146   
800, 0.0168776  , 0.171491 , 0.000881859 
801, 0.0158228  , 0.170842 , 0.000431024 
802, 0.0116034  , 0.167019 , 0.000219073 
803, 0.0158228  , 0.167019 , 0.000328409 
804, 0.0232068  , 0.175231 , 0.00113675  
805, 0.0126582  , 0.182273 , 0.000550835 
806, 0.0126582  , 0.181505 , 0.000721269 
807, 0.0126582  , 0.191322 , 0.00222317  
808, 0.0126582  , 0.191013 , 0.00108447  
809, 0.0147679  , 0.187389 , 0.00211608  
810, 0.0137131  , 0.185048 , 0.00109215  
811, 0.0105485  , 0.194262 , 0.019171    
812, 0.0126582  , 0.188582 , 0.00245112  
813, 0.00843882 , 0.176339 , 0.000275795 
814, 0.0137131  , 0.205373 , 0.0255568   
815, 0.0158228  , 0.193548 , 0.0214954   
816, 0.0158228  , 0.197459 , 0.0380028   
817, 0.0105485  , 0.193075 , 0.0196274   
818, 0.0116034  , 0.183828 , 0.00188871  
819, 0.0105485  , 0.18541  , 0.000607491 
820, 0.0116034  , 0.203871 , 0.0240599   
821, 0.0116034  , 0.176241 , 0.000317    
822, 0.0168776  , 0.193707 , 0.00288281  
823, 0.00843882 , 0.179071 , 0.000548793 
824, 0.0168776  , 0.193746 , 0.00151617  
825, 0.0116034  , 0.184292 , 0.00189448  
826, 0.00949367 , 0.176372 , 0.000361347 
827, 0.0126582  , 0.187019 , 0.000878685 
828, 0.0116034  , 0.187872 , 0.000955884 
829, 0.0116034  , 0.202391 , 0.0199838   
830, 0.021097   , 0.188282 , 0.021341    
831, 0.0189873  , 0.17035  , 0.00038831  
832, 0.0158228  , 0.171491 , 0.000575932 
833, 0.0232068  , 0.177196 , 0.00125727  
834, 0.0168776  , 0.18016  , 0.00251343  
835, 0.0189873  , 0.170626 , 0.000823117 
836, 0.0158228  , 0.169165 , 0.000539243 
837, 0.0179325  , 0.18817  , 0.0189423   
838, 0.0168776  , 0.179104 , 0.000958926 
839, 0.0168776  , 0.173499 , 0.00114604  
840, 0.0179325  , 0.186101 , 0.00216723  
841, 0.0200422  , 0.171057 , 0.000753238 
842, 0.0168776  , 0.175037 , 0.000652922 
843, 0.021097   , 0.175751 , 0.000746414 
844, 0.0147679  , 0.174073 , 0.000601047 
845, 0.0189873  , 0.185373 , 0.00299424  
846, 0.0168776  , 0.170965 , 0.000639609 
847, 0.0200422  , 0.176701 , 0.00114956  
848, 0.0179325  , 0.176471 , 0.000883079 
849, 0.0200422  , 0.190094 , 0.0193701   
850, 0.0158228  , 0.178969 , 0.0106271   
851, 0.0200422  , 0.166579 , 0.000405785 
852, 0.0168776  , 0.179172 , 0.0111524   
853, 0.0221519  , 0.186284 , 0.0136434   
854, 0.0147679  , 0.176899 , 0.00105363  
855, 0.0189873  , 0.184867 , 0.00323659  
856, 0.0179325  , 0.189335 , 0.00320119  
857, 0.0189873  , 0.171584 , 0.000753699 
858, 0.0158228  , 0.173945 , 0.00104243  
859, 0.0137131  , 0.171584 , 0.000525407 
860, 0.0179325  , 0.18365  , 0.0265036   
861, 0.0147679  , 0.168503 , 0.000744282 
862, 0.0179325  , 0.175816 , 0.000845573 
863, 0.0189873  , 0.177031 , 0.00116715  
864, 0.0137131  , 0.168473 , 0.000740462 
865, 0.0242616  , 0.198451 , 0.00227879  
866, 0.0253165  , 0.20055  , 0.00264634  
867, 0.021097   , 0.194781 , 0.00201604  
868, 0.0168776  , 0.186945 , 0.000541341 
869, 0.028481   , 0.194222 , 0.00126556  
870, 0.021097   , 0.18102  , 0.000343995 
871, 0.0232068  , 0.186101 , 0.0108444   
872, 0.028481   , 0.193825 , 0.00146359  
873, 0.0242616  , 0.188095 , 0.00195968  
874, 0.0189873  , 0.173786 , 0.000104188 
875, 0.0200422  , 0.193075 , 0.00154532  
876, 0.0200422  , 0.178969 , 0.000269866 
877, 0.021097   , 0.187983 , 0.00076454  
878, 0.021097   , 0.182906 , 0.000880094 
879, 0.0221519  , 0.173849 , 7.84913e-05 
880, 0.0189873  , 0.188807 , 0.00114437  
881, 0.021097   , 0.187872 , 0.00121275  
882, 0.021097   , 0.192448 , 0.00163445  
883, 0.0253165  , 0.191631 , 0.0010051   
884, 0.0253165  , 0.186577 , 0.000891076 
885, 0.0242616  , 0.190937 , 0.00130843  
886, 0.0232068  , 0.177329 , 0.000290687 
887, 0.0189873  , 0.198243 , 0.00202389  
888, 0.021097   , 0.201445 , 0.029481    
889, 0.0327004  , 0.198909 , 0.0248853   
890, 0.0253165  , 0.190668 , 0.0011006   
891, 0.0263713  , 0.199369 , 0.00138458  
892, 0.0263713  , 0.173977 , 0.000106717 
893, 0.021097   , 0.192605 , 0.000726849 
894, 0.0232068  , 0.199243 , 0.024782    
895, 0.0232068  , 0.192918 , 0.0348945   
896, 0.0274262  , 0.206042 , 0.0272503   
897, 0.0253165  , 0.191903 , 0.00194456  
898, 0.0242616  , 0.187204 , 0.00066407  
899, 0.0221519  , 0.192214 , 0.00101051  
900, 0.0232068  , 0.183366 , 0.000822482 
901, 0.0316456  , 0.192136 , 0.00260544  
902, 0.0221519  , 0.17992  , 0.000326292 
903, 0.0221519  , 0.195666 , 0.000946967 
904, 0.0305907  , 0.197171 , 0.00263852  
905, 0.0295359  , 0.19343  , 0.00122698  
906, 0.0179325  , 0.1904   , 0.000800259 
907, 0.0221519  , 0.216389 , 0.050719    
908, 0.0242616  , 0.188245 , 0.000976734 
909, 0.0158228  , 0.176471 , 0.00111116  
910, 0.0232068  , 0.175263 , 0.00187609  
911, 0.0200422  , 0.177694 , 0.00158485  
912, 0.021097   , 0.158528 , 0.000102572 
913, 0.021097   , 0.176635 , 0.00169823  
914, 0.021097   , 0.168683 , 0.000384521 
915, 0.0253165  , 0.165416 , 0.00033759  
916, 0.0274262  , 0.178699 , 0.00220426  
917, 0.0179325  , 0.175102 , 0.00106694  
918, 0.0232068  , 0.188432 , 0.0217187   
919, 0.0232068  , 0.17177  , 0.00162023  
920, 0.0168776  , 0.176503 , 0.00111546  
921, 0.0147679  , 0.154171 , 8.22497e-06 
922, 0.0200422  , 0.168653 , 0.000513847 
923, 0.0242616  , 0.165618 , 0.000552865 
924, 0.0200422  , 0.177694 , 0.00164084  
925, 0.0263713  , 0.178666 , 0.0020139   
926, 0.0200422  , 0.162107 , 0.000219686 
927, 0.0179325  , 0.158449 , 0.000124835 
928, 0.021097   , 0.154322 , 2.08553e-05 
929, 0.0221519  , 0.16533  , 0.000345302 
930, 0.0253165  , 0.182203 , 0.0217929   
931, 0.0232068  , 0.158581 , 0.000137489 
932, 0.0189873  , 0.171646 , 0.00139384  
933, 0.028481   , 0.176143 , 0.0187228   
934, 0.0189873  , 0.163083 , 0.000221759 
935, 0.0305907  , 0.181435 , 0.00254087  
936, 0.0221519  , 0.16533  , 0.000284048 
937, 0.0200422  , 0.163111 , 0.000377195 
938, 0.0179325  , 0.173817 , 0.0013779   
939, 0.0179325  , 0.194821 , 0.0425158   
940, 0.0242616  , 0.181227 , 0.00200886  
941, 0.0242616  , 0.162218 , 0.000217207 
942, 0.0158228  , 0.162999 , 0.000178373 
943, 0.0200422  , 0.162107 , 0.000316576 
944, 0.0200422  , 0.159542 , 0.000271164 
945, 0.0232068  , 0.168743 , 0.000422935 
946, 0.021097   , 0.165301 , 0.000466054 
947, 0.0179325  , 0.18102  , 0.00115674  
948, 0.0189873  , 0.168623 , 0.000327083 
